i,gravid,classe
-5.257872,17.7466,1
-0.0,16.7031,1
8.689388,14.6796,1
8.733333,36.9948,2
6.927694,15.0322,1
-0.0,14.8434,1
4.679579,15.0367,1
8.733333,37.6265,2
-4.627617,14.8375,1
4.88618,19.3189,1
0.224195,19.5399,1
8.733333,19.4941,1
-0.0,17.4984,1
8.657699,37.8471,2
8.733333,16.7654,1
3.86765,17.2268,1
4.666667,14.6989,1
8.733333,37.8471,2
4.666667,15.0376,1
4.447583,19.3189,1
4.679129,14.8434,1
-0.0,14.8146,1
6.635656,14.8146,1
4.741542,14.8146,1
4.666667,14.5051,1
5.72315,14.705,1
8.733333,14.705,1
-0.138135,19.5399,1
8.733333,37.8471,2
5.470382,14.726,1
8.733333,18.0238,1
0.0,15.3569,1
2.656058,14.4334,1
3.613504,19.5399,1
0.16672,14.8375,1
-4.401205,28.2499,2
6.757808,19.5399,1
4.202549,16.8912,1
4.62646,17.2268,1
4.760732,14.8383,1
-4.333333,15.0376,1
3.675466,34.4786,2
4.67481,19.5399,1
-4.396049,14.6796,1
7.035212,19.3189,1
8.733333,14.5051,1
0.167781,14.5013,1
8.465881,18.0238,1
-4.351609,14.8375,1
8.733333,36.8712,2
-4.409056,14.6989,1
4.666667,14.8434,1
0.0,14.6989,1
8.4294,37.065,2
4.043735,18.0238,1
4.684256,19.5399,1
8.435832,14.8146,1
4.712092,18.0238,1
4.676807,14.8146,1
8.688131,17.4984,1
-4.792582,14.6989,1
8.733333,14.8383,1
-4.35408,14.6805,1
4.780997,14.4334,1
0.435149,19.5399,1
1.432004,14.776,1
4.12512,31.364,2
4.680069,14.6805,1
8.733333,14.8146,1
-4.333333,22.1092,1
-8.722515,15.0322,1
8.733333,19.5399,1
4.738303,15.0322,1
-8.504821,14.776,1
4.76877,16.7654,1
-4.333333,15.0322,1
-5.141677,14.8375,1
-8.400423,16.8912,1
2.289472,14.6989,1
-4.336094,33.4627,2
2.461077,14.8146,1
-4.738911,14.5013,1
8.733333,17.4984,1
0.0,19.5399,1
8.658273,47.3944,2
4.780638,17.4546,1
-4.411186,16.7031,1
-0.0,17.7466,1
8.728551,15.3569,1
7.238853,14.5013,1
4.181294,19.3189,1
5.253869,14.738,1
8.733333,18.0238,1
-5.032788,22.1092,1
2.019825,14.8434,1
-4.333333,17.4984,1
-4.358022,16.8912,1
4.191339,14.705,1
5.295317,14.6917,1
8.733333,36.8712,2
4.666667,19.5399,1
-4.833555,17.4984,1
8.727177,36.8923,2
8.733333,37.8471,2
0.109567,14.9731,1
4.666667,14.8146,1
8.733333,36.9437,2
7.082447,19.3189,1
8.733333,16.7654,1
4.700009,16.7654,1
4.666667,14.8434,1
-0.0,32.0445,2
-4.820371,14.8434,1
4.892725,14.6805,1
4.666667,14.5051,1
4.727276,19.3189,1
-1.30818,15.0376,1
-8.6638,60.6658,3
4.695439,14.6917,1
-0.0,16.7031,1
6.39289,15.0376,1
5.846728,16.7654,1
0.368757,19.3189,1
-4.731986,17.7466,1
0.0,14.6849,1
4.101047,14.5051,1
2.365819,15.0367,1
8.733333,37.1593,2
8.715095,36.5884,2
0.922818,14.8434,1
8.733333,36.8845,2
8.733333,14.6971,1
-0.0,14.5013,1
8.584955,15.3569,1
8.623413,37.8471,2
4.666667,14.776,1
8.178428,17.4984,1
4.666667,14.8146,1
-4.338165,14.776,1
4.679866,19.3189,1
4.726208,14.6796,1
4.666667,14.8146,1
4.810817,14.8146,1
8.733333,37.7755,2
8.733333,37.8471,2
8.505515,37.4823,2
0.0,14.6989,1
4.666667,14.6796,1
8.728276,14.8146,1
8.733333,16.7654,1
4.790704,14.6989,1
-4.414458,17.4984,1
4.744192,15.0367,1
-4.396339,15.3569,1
3.502554,16.7031,1
4.779654,17.7466,1
8.733333,14.6989,1
8.733126,19.3189,1
-0.0,14.5013,1
6.135617,66.1221,3
4.734429,14.5051,1
8.733333,14.8146,1
8.733333,14.8434,1
8.644148,36.9437,2
4.810328,14.5051,1
4.671751,16.7654,1
-4.631633,16.8912,1
8.664254,21.839,1
8.733333,19.5399,1
8.733333,36.9437,2
4.666667,14.776,1
2.143371,19.5399,1
0.0,14.8434,1
8.733333,14.8146,1
1.727241,19.5399,1
-4.365719,21.7957,1
8.658865,37.1379,2
5.421306,39.0814,2
8.733333,14.9731,1
0.705696,19.5399,1
4.85202,14.6805,1
4.771556,19.5399,1
0.0,14.6796,1
4.459559,17.7466,1
-1.1404,14.8146,1
7.157637,36.6863,2
0.473299,14.6796,1
8.505192,17.4984,1
8.733333,36.9586,2
4.807203,19.5399,1
4.671156,15.0376,1
5.726887,15.0322,1
8.722756,19.5399,1
4.670168,16.8277,1
-0.0,14.6989,1
-0.399725,14.6917,1
4.670589,19.5399,1
6.943693,37.0844,2
8.733333,14.8434,1
7.486123,14.6805,1
-8.63365,37.7755,2
4.883934,14.5013,1
4.691408,15.3569,1
4.171366,14.6849,1
-4.333333,16.7654,1
8.733333,18.0238,1
0.104177,14.8375,1
-6.128782,17.4984,1
-0.0,16.7654,1
4.832205,14.8383,1
4.666667,19.5399,1
4.672309,14.8375,1
4.790395,16.7031,1
3.803451,14.6805,1
4.672572,14.6989,1
1.205486,31.1759,2
8.733333,19.3189,1
4.310051,14.8146,1
-0.0,19.3189,1
8.733333,14.776,1
-4.380699,16.7654,1
-8.720627,15.0367,1
-4.889503,14.8434,1
-4.357547,14.6989,1
3.572722,17.4984,1
-1.326235,19.5399,1
0.0,17.4984,1
-0.0,17.6119,1
-4.779717,14.8146,1
-4.367536,14.8434,1
-0.0,14.6805,1
8.733333,36.9948,2
8.621804,19.5399,1
-0.0,14.6805,1
8.733333,14.8146,1
4.666667,14.776,1
-0.0,14.6796,1
2.754802,15.0376,1
4.706562,14.5013,1
-0.0,34.5382,2
-4.333333,19.3189,1
8.733333,56.5902,3
-4.379639,14.8146,1
-0.0,34.7511,2
8.733333,17.4984,1
4.793476,14.6989,1
4.672875,15.0376,1
8.732184,19.4941,1
8.733333,37.3252,2
8.730944,15.0367,1
-4.398022,31.7518,2
-4.414159,14.8434,1
8.733333,19.5399,1
1.560007,14.5051,1
4.666667,14.8434,1
3.408978,14.6971,1
8.733333,14.4334,1
-0.0,17.6119,1
-6.169723,14.5051,1
4.672339,15.0322,1
-0.0,16.7654,1
8.733333,36.9437,2
4.679751,14.5051,1
5.762228,15.5128,1
4.210502,19.3189,1
1.443997,14.6796,1
1.827362,14.8375,1
4.574704,19.5399,1
-4.394528,14.8434,1
-0.0,16.7654,1
5.726772,16.8912,1
4.713281,14.776,1
8.512837,36.5702,2
8.503804,16.8912,1
4.743017,14.8146,1
4.672118,19.3189,1
4.817542,14.8146,1
8.589582,14.6989,1
6.07916,14.833,1
4.706053,18.0238,1
3.504097,17.4984,1
8.733333,14.8146,1
8.662893,14.6989,1
6.388535,17.4984,1
-4.333333,14.6796,1
4.807462,16.8912,1
-0.0,17.4984,1
4.395155,18.0238,1
-4.386136,14.6989,1
-4.385294,17.7466,1
8.733333,14.8146,1
-5.3309,14.8375,1
8.733333,37.3252,2
-4.333333,15.0322,1
4.795589,14.8146,1
-0.0,14.8146,1
-4.375541,14.8375,1
-0.0,21.839,1
-4.387384,14.6805,1
0.84025,14.5051,1
3.589164,14.8434,1
-4.333333,14.6989,1
-8.700525,14.8146,1
-4.33615,14.6805,1
-4.334551,14.705,1
1.034585,19.5399,1
8.636783,36.9586,2
1.27445,15.0322,1
4.666667,15.3569,1
8.378513,36.9437,2
-4.33751,17.4984,1
8.733333,14.8146,1
-4.333333,14.6849,1
4.666667,14.6917,1
-4.862002,19.3189,1
-0.0,17.4984,1
-4.333333,14.776,1
8.496953,37.7854,2
8.733333,36.9437,2
8.584678,19.3189,1
8.733333,17.2268,1
-0.0,16.7654,1
-2.288559,15.0376,1
-5.285566,14.8375,1
0.429906,19.3189,1
4.666667,14.6796,1
8.538166,14.5682,1
-4.333333,14.6796,1
1.070679,14.8146,1
4.666667,14.6849,1
0.0,14.6805,1
8.733333,31.0438,2
4.666667,19.5399,1
4.688018,16.7031,1
8.636409,14.5051,1
4.749624,15.4895,1
4.221264,17.2268,1
8.733333,27.719,2
1.127644,14.8375,1
-0.0,14.8146,1
5.022149,14.6796,1
-0.0,16.7654,1
-4.845425,14.8146,1
4.666667,14.6805,1
8.733333,14.8375,1
3.988089,14.6989,1
-4.333333,31.667,2
-0.0,14.5051,1
-1.432914,17.7466,1
4.774128,15.8467,1
8.400144,16.7654,1
4.768427,21.839,1
1.707746,16.7654,1
4.745181,14.8146,1
